ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,notes
33867,Carlo Falcone,M,38.0,,,Antigua and Barbuda,ANT,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Keelboat,,Antigua,Antigua and Barbuda
38113,Ftima Gallardo Carapeto,F,19.0,180.0,60.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,,Spain,
18709,Chad Robb Carvin,M,26.0,188.0,84.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Freestyle,,USA,
124013,Jorma Rainer Valkama,M,23.0,172.0,66.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Long Jump,,Finland,
1325,"Patrick Lee ""Pat"" Ahern",M,23.0,183.0,73.0,United States,USA,1984 Winter,1984,Winter,Sarajevo,Nordic Combined,Nordic Combined Men's Individual,,USA,
53961,Jouko Juhani Jrvinen,M,28.0,172.0,72.0,Finland,FIN,1964 Winter,1964,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,500 metres",,Finland,
8874,Bayaraagiin Naranbaatar,M,28.0,163.0,55.0,Mongolia,MGL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",,Mongolia,
84413,Wodzimierz Nalazek,M,23.0,200.0,85.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,,Poland,
98222,Dumitru Rducanu,M,33.0,165.0,55.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,,Romania,
84799,Jaroslav Navrtil,M,25.0,183.0,78.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",,Czech Republic,
2735,Sergey Gennadyevich Alifirenko,M,41.0,168.0,72.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,Russia,
132854,Yeo Hong-Cheol,M,25.0,165.0,64.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,,South Korea,
45916,Ryunosuke Harada,M,27.0,171.0,58.0,Japan,JPN,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,,Japan,
47187,Britta Heidemann,F,21.0,180.0,70.0,Germany,GER,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Team",Silver,Germany,
10567,Hjalmar Karl Bergstrm,M,29.0,,,Sweden,SWE,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,,Sweden,
102330,Natalia del Carmen Romero Jaramillo,F,36.0,163.0,57.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,,Chile,
59332,Pavlo Viktorovych Khnykin,M,31.0,185.0,72.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,,Ukraine,
94941,Demetrius Rashad Pinder,M,23.0,178.0,70.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,Bahamas,
70107,Stefan Karl Alvar Lindeberg,M,24.0,,74.0,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Weightlifting,Weightlifting Men's Middleweight,,Sweden,
71138,Attilio Giuseppe Lombard,M,27.0,176.0,74.0,Italy,ITA,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,,Italy,
129385,Manfred Weinreich,M,22.0,195.0,90.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,,Germany,
131895,Kim A. Wurzel,F,23.0,163.0,53.0,United States,USA,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,,USA,
97188,"Christopher Robert ""Chris"" Pronger",M,27.0,198.0,100.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Canada,
54995,Jo Seok-Hwan,M,20.0,170.0,54.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Bantamweight,,South Korea,
74622,douard Mantois,M,,,,Nina Claire-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Bronze,France,
57176,Mitsuko Kandori,F,25.0,148.0,45.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,,Japan,
116033,Monika Sttzle,F,18.0,166.0,62.0,West Germany,FRG,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,500 metres",,Germany,
64809,Krisztin Kulcsr,M,25.0,196.0,93.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Individual",,Hungary,
95142,Irene Catherine Pirie-Milton,F,22.0,,,Canada,CAN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,,Canada,
41417,Gong Jeong-Bae,F,20.0,176.0,70.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxless Pairs,,South Korea,
109756,Vladimir Sergeyevich Shilykovsky,M,22.0,,,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 10,000 metres",,Russia,
113401,Frantiek Souek,M,,,,Bohemia,BOH,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Discus Throw,,Czech Republic,Bohemia
97613,Alexander Pusch,M,21.0,186.0,77.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Individual",Gold,Germany,
72017,Vittorio Lucchetti,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Pommelled Horse,,Italy,
85729,Nguyn Th M Lien,F,17.0,158.0,52.0,South Vietnam,VNM,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Backstroke,,Vietnam,
74790,Umberto Marcheggiani,M,25.0,180.0,90.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Middleweight, Freestyle",,Italy,
78611,Melvin Mndez Acevedo,M,29.0,167.0,66.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,,Puerto Rico,
40920,Flix Albert Goblet d'Alviella,M,39.0,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Team",,Belgium,
66190,Lambros Lambrou,M,26.0,174.0,72.0,Cyprus,CYP,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,Cyprus,
5908,Susan Margaret Auch,F,35.0,172.0,65.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Women's 1,000 metres",,Canada,
100007,Herbert Renoth,M,22.0,183.0,79.0,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Downhill,,Germany,
35511,Georg Fischer,M,27.0,,,West Germany,FRG,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,,Germany,
43233,"Robert Cameron Lundy ""Cam"" Grout",M,20.0,179.0,79.0,Canada,CAN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,,Canada,
26354,Porfirio de Len,M,19.0,158.0,51.0,Puerto Rico,PUR,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Flyweight,,Puerto Rico,
125026,Jean-Pierre van Zyl,M,20.0,176.0,80.0,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's 1,000 metres Time Trial",,South Africa,
26750,Liesbet De Vocht,F,33.0,167.0,61.0,Belgium,BEL,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",,Belgium,
126590,Roberto Villacin Alemany,M,19.0,,,Cuba,CUB,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,Cuba,
61392,Anita Klpfel,F,,,,Switzerland,SUI,1948 Summer,1948,Summer,London,Fencing,"Fencing Women's Foil, Individual",,Switzerland,
16105,Zoe Buckman,F,23.0,168.0,50.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",,Australia,
65188,Anne Kindig Kursinski,F,29.0,168.0,56.0,United States,USA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,USA,
85989,Ib Benjamin Nielsen,M,33.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",,Denmark,
11314,"Robert Leroy ""Bobby"" Bickle",M,23.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Lightweight,,USA,
51940,Im Dong-Gi,M,25.0,,90.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Middle-Heavyweight,,South Korea,
120017,Mary Elizabeth Thomson-King,F,43.0,178.0,63.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",,UK,
91535,Park Jeong-Hui,F,25.0,175.0,65.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,,South Korea,
8135,Jos Antonio Barrios Olivero,M,19.0,172.0,68.0,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,,Spain,
48708,Diana Christa Hinko,F,16.0,,,Austria,AUT,1960 Winter,1960,Winter,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,,Austria,
97449,Monica Puig Marchn,F,22.0,170.0,64.0,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,Gold,Puerto Rico,
70270,"Victor Emanuel ""Vicke"" Lindstrand",M,31.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",,Sweden,
104415,Aiko Saito,F,30.0,165.0,74.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Women's Two Person Dinghy,,Japan,
75966,Sergey Anatolyevich Martynov,M,28.0,173.0,65.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",,Belarus,
4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,,Germany,
101399,Daniel Santon Robin,M,25.0,178.0,74.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver,France,
103723,Antti Hermanni Ruuskanen,M,28.0,189.0,86.0,Finland,FIN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,Bronze,Finland,
94484,Krista Lynn Phillips,F,24.0,198.0,104.0,Canada,CAN,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,,Canada,
105232,Pedro Snchez Alemn,M,30.0,177.0,60.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",,Spain,
3795,Beverly Marie Anderson (-Brockway),F,21.0,,,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,USA,
121117,Herbert Reitzel Topp,M,28.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,,USA,
42537,Matthew Scott Gray,M,27.0,189.0,86.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Team,,Australia,
19840,David Chapman,M,47.0,165.0,72.0,Australia,AUS,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",,Australia,
66903,Leif Uno Larsson,M,36.0,173.0,70.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Free Pistol, 50 metres",,Sweden,
105276,Stle Sandbech,M,16.0,170.0,,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,,Norway,
20343,Giuliana Chenal-Minuzzo,F,24.0,,,Italy,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,Italy,
41435,Tatyana Pavlovna Gonobobleva (Semyonova-),F,23.0,166.0,55.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Gold,Russia,
135016,Robert Montague Zimmerman,M,30.0,,,Canada,CAN,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Springboard,,Canada,
32330,Launceston Elliot,M,21.0,188.0,102.0,Great Britain,GBR,1896 Summer,1896,Summer,Athina,Gymnastics,Gymnastics Men's Rope Climbing,,UK,
96014,Rehan Jahangir Poncha,M,22.0,180.0,68.0,India,IND,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Butterfly,,India,
33683,Roberta Faccin,F,23.0,180.0,68.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,,Italy,
117735,Florena acu-Crciunescu (Ionescu-),F,29.0,184.0,84.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Shot Put,,Romania,
84245,Miroslava Najdanovski,F,24.0,183.0,65.0,Serbia,SRB,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,,Serbia,
101883,Otto Frederick Roehm,M,21.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,USA,
73822,Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia-2,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Gold,Russia,
55866,Peter Joppich,M,29.0,176.0,68.0,Germany,GER,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Bronze,Germany,
88447,Jean Baptiste Okello,M,20.0,183.0,76.0,Uganda,UGA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,,Uganda,
107915,"William Douglas ""Tripp"" Schwenk, III",M,21.0,190.0,79.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Backstroke,,USA,
39072,Charles Andr Gaudin,M,,,,France,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Single Sculls,Silver,France,
121766,Mark Ferdinand Treffers,M,18.0,183.0,,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",,New Zealand,
76974,Christian Mayer,M,20.0,180.0,97.0,Austria,AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,Austria,
76321,Edwin Mata,M,18.0,163.0,56.0,Ecuador,ECU,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Bantamweight,,Ecuador,
16416,Carmen Bunaciu,F,22.0,191.0,78.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,,Romania,
23462,"James Spencer ""Jim"" Courier",M,21.0,185.0,82.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,,USA,
126841,Konstantns Visotskis,M,63.0,,,Latvia,LAT,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",,Latvia,
117164,Jan witkowski,M,22.0,198.0,104.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,,Poland,
132011,Xiao Qin,M,23.0,163.0,52.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold,China,
50954,Carl Oscar Hullgren,M,62.0,,,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",,Sweden,
41673,"Geoffrey Charles ""Geoff"" Goodacre",M,29.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres Hurdles,,Australia,
10804,Kevin John Berry,M,19.0,172.0,71.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,Gold,Australia,
55933,Graeme David Jose,M,20.0,190.0,90.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,,Australia,
56633,Moussa Kagambega,M,23.0,,,Burkina Faso,BUR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,,Burkina Faso,
30456,Youna Dufournet,F,18.0,160.0,56.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,,France,
13410,Dezs Bordn,M,25.0,174.0,65.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,,Hungary,
110414,Rafa Sikora,M,25.0,177.0,73.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,,Poland,
50066,Hrvoje Horvat,M,30.0,190.0,87.0,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,,Serbia,Yugoslavia
42671,Orlando Greene,M,23.0,171.0,63.0,Barbados,BAR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,,Barbados,
104506,Koki Sakamoto,M,21.0,163.0,56.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,,Japan,
30842,Reinhold Durnthaler,M,21.0,176.0,85.0,Austria-2,AUT,1964 Winter,1964,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Two,,Austria,
131736,"Joseph Walter Harris ""Joe"" Wright, Sr.",M,44.0,,75.0,Toronto Argonauts,CAN,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze,Canada,
71930,Lu Yu'e,F,23.0,163.0,65.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Women's Road Race, Individual",,China,
129206,Ryan Wedding,M,20.0,191.0,64.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Parallel Giant Slalom,,Canada,
49623,Brigitte Elisabeth Holzapfel (-Klocke -Kurschilgen),F,18.0,183.0,64.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's High Jump,,Germany,
108960,Daiya Seto,M,22.0,174.0,72.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,Japan,
26822,Jared Mark Deacon,M,24.0,185.0,77.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,UK,
132549,Yang Wenjun,M,24.0,178.0,78.0,China,CHN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold,China,
28099,Adrian Di Piazza,M,25.0,,,Australia,AUS,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Four,,Australia,
122652,Raili Marjatta Tuominen-Hmlinen,F,27.0,159.0,52.5,Finland,FIN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,,Finland,
15282,Sebastian Brodrick,M,30.0,170.0,68.0,Nigeria,NGR,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,,Nigeria,
2075,Ali Khamis Rashid Al-Neyadi,M,22.0,170.0,72.0,United Arab Emirates,UAE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,United Arab Emirates,
131960,Adam Wysocki,M,21.0,186.0,88.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",,Poland,
109196,Volomymyr Volodymyrovych Shamenko,M,23.0,,,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,,Ukraine,
116239,Susumu Sugiyama,M,23.0,165.0,54.0,Japan,JPN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,Japan,
62855,Lyudmila Petrovna Korolik (-Shablovskaya),F,30.0,166.0,54.0,Belarus,BLR,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,,Belarus,
130300,Lauritz Wigand-Larsen,M,24.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver,Norway,
89755,Ivan Joseph Martin Osiier,M,35.0,170.0,,Denmark,DEN,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",,Denmark,
125465,Carlos Armando Vsquez Carvajal,M,25.0,190.0,78.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Welterweight,,Venezuela,
7304,Ivar Eugen Ballangrud (Eriksen-),M,27.0,180.0,,Norway,NOR,1932 Winter,1932,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 1,500 metres",,Norway,
16151,Ernst Budig,M,20.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 200 metres Breaststroke,,Germany,
62403,Peter Kondrt,M,29.0,185.0,93.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Four,,Czech Republic,
117835,Kaspar Taimsoo,M,25.0,194.0,95.0,Estonia,EST,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,,Estonia,
22241,Sal Cofio Arena,M,22.0,173.0,68.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,,Spain,
85930,Gizela Niedurny (-Zygado),F,21.0,152.0,47.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,,Poland,
35290,Yuriy Mykolaiovych Filatov,M,27.0,190.0,90.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,Russia,
112789,Pavel Sokol,M,23.0,197.0,90.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,,Czech Republic,
72270,Sven-ke Lundbck,M,28.0,175.0,66.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,,Sweden,
23747,"Rebecca Ann Fraser ""Becky"" Cremer",F,23.0,157.0,49.0,United States,USA,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Combined,,USA,
37825,"Frederick Richard ""Fred"" Gaby",M,29.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,,UK,
39763,Jzsef Gerlach,M,18.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Diving,Diving Men's Springboard,,Hungary,
23329,Juan Costas Tordera,M,43.0,182.0,103.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Keelboat,,Spain,
48546,Susanne Hilger,F,14.0,156.0,53.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,,Germany,
18385,Wlter Carmona,M,31.0,183.0,86.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Middleweight,,Brazil,
6965,Pavle Bajeti,M,27.0,,,Yugoslavia,YUG,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Open Class,,Serbia,Yugoslavia
69436,Li Lianli,M,19.0,174.0,77.0,China,CHN,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,,China,
35698,"Edwin Harold ""Teddy"" Flack",M,22.0,,,Australia,AUS,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Marathon,,Australia,
21959,Francesca Clayton,F,22.0,170.0,69.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,,UK,
109054,Luciano Sgheiz,M,22.0,181.0,83.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,,Italy,
32805,Vedat Erbay,M,21.0,186.0,67.0,Turkey,TUR,1988 Summer,1988,Summer,Seoul,Archery,Archery Men's Individual,,Turkey,
122217,Aleksandr Petrovich Tsarevich,M,21.0,175.0,65.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,,Belarus,
87388,Tapio Juhani Nurmela,M,23.0,171.0,58.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Individual,,Finland,
107342,Brigitte Schockaert,F,27.0,168.0,61.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Individual",,Belgium,
126555,Teuvo Veli-Pekka Vilen,M,26.0,175.0,75.0,Finland,FIN,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,,Finland,
121754,John Treacy,M,27.0,175.0,59.0,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,Silver,Ireland,
18162,Tssia Pereira De Souza Carcavalli,F,20.0,179.0,61.0,Brazil,BRA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,,Brazil,
103818,Andrey Anatolyevich Rybakov,M,30.0,172.0,85.0,Belarus,BLR,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,,Belarus,
126666,Sophie Villeneuve,F,28.0,165.0,58.0,France,FRA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,,France,
23345,Kalle Kristian Coster,M,29.0,188.0,65.0,Netherlands,NED,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,,Netherlands,
112208,Carmen L. Smith (-Brown),F,25.0,160.0,54.0,Jamaica,JAM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 100 metres,,Jamaica,
12180,Robert Blaschka,M,26.0,179.0,66.0,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Individual",,Austria,
78806,Din Meraj,M,31.0,,,Pakistan,PAK,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",,Pakistan,
19701,Chan Siu Kwong,M,30.0,185.0,79.0,Hong Kong,HKG,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Men's Doubles,,China,Hong Kong
68033,Lee Jun-Hwan,M,20.0,181.0,74.0,South Korea,KOR,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,,South Korea,
42366,Thomas Grandi,M,33.0,178.0,84.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,Canada,
